Unieknr,plot_id,soil_unit,reference_soil_group,rsg_pq_cod,pq_code,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morphol,sq_fertili,belgisch_bodemtype,belgisch_bodemdistrict,bodemkaart_streek,bodemtype_ruw,bodemtype,bodemserie_c,bodemserie,Substr_V_c,SubstraatV,Textuur_c,Textuur,Drainage_c,Drainage,Profontw_c,Profontw,Fase_c,Fase,Varimoma_c,Varimoma,Variprof_c,Variprof,Serie_c,Serie,Subserie_c,Subserie,Type_c,Type,Subtype_c,Subtype,Uitleg_tit,Uitleg,Type_class,Bodtypstr,PNV,Kaartbldnr
963,963,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,103E
964,964,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,103E
965,965,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,103E
966,966,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,103E
1003,1003,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1004,1004,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1005,1005,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1008,1008,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1009,1009,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1011,1011,Gleyic Luvisols (Siltic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Siltic,-,Eutric,Ada0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Ada0,Ada,Matig natte leembodem met textuur B horizont,,,A,leem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Ada in de Zandleemstreek,"Deze matig natte leemgronden vertonen een bruingrijze bovengrond, de E horizont, indien aanwezig, vertoont een bleekbruine kleur. Op de kontaktzone met de textuur B worden duidelijke roestvlekken waargenomen. De basiskleur van de textuur B is bruin met o",Rest van Vlaanderen,Ada0-ZLS,5,87W
1018,1018,Eutric Retic Stagnosols (Loamic),Stagnosols,ST-rt.eu,rt.eu,Retic,Eutric,-,Stagnic,Loamic,-,Eutric,Lhc0,Dender-Zenne interfluvium,Zandleemstreek,Nat zandleem,Lhc0,Lhc,"Natte zandleembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,L,zandleem,h,"nat met relatief hoge ligging, sterk gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Lhc in de Zandleemstreek,"Bij de landbouwgronden is de humeuze bovengrond 25-30 cm dik, grijsbruin, en vertoont roestverschijnselen in het benedengedeelte. Onder bos heeft Lhc een ruwe humusbedekking. De onderliggende uitgeloogde horizont is duidelijk roestig en bleek tot grijsge",Rest van Vlaanderen,Lhc0-ZLS,6,87W
1019,1019,Eutric Retic Stagnosols (Loamic),Stagnosols,ST-rt.eu,rt.eu,Retic,Eutric,-,Stagnic,Loamic,-,Eutric,Lhc0,Dender-Zenne interfluvium,Zandleemstreek,Nat zandleem,Lhc0,Lhc,"Natte zandleembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,L,zandleem,h,"nat met relatief hoge ligging, sterk gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Lhc in de Zandleemstreek,"Bij de landbouwgronden is de humeuze bovengrond 25-30 cm dik, grijsbruin, en vertoont roestverschijnselen in het benedengedeelte. Onder bos heeft Lhc een ruwe humusbedekking. De onderliggende uitgeloogde horizont is duidelijk roestig en bleek tot grijsge",Rest van Vlaanderen,Lhc0-ZLS,6,87W
1022,1022,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1023,1023,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1024,1024,Gleyic Luvisols (Siltic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Siltic,-,Eutric,Ada0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Ada0,Ada,Matig natte leembodem met textuur B horizont,,,A,leem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Ada in de Zandleemstreek,"Deze matig natte leemgronden vertonen een bruingrijze bovengrond, de E horizont, indien aanwezig, vertoont een bleekbruine kleur. Op de kontaktzone met de textuur B worden duidelijke roestvlekken waargenomen. De basiskleur van de textuur B is bruin met o",Rest van Vlaanderen,Ada0-ZLS,5,87W
1026,1026,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1027,1027,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1028,1028,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1029,1029,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1032,1032,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1035,1035,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1037,1037,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1041,1041,Gleyic Luvisols (Siltic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Siltic,-,Eutric,Ada0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Ada0,Ada,Matig natte leembodem met textuur B horizont,,,A,leem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Ada in de Zandleemstreek,"Deze matig natte leemgronden vertonen een bruingrijze bovengrond, de E horizont, indien aanwezig, vertoont een bleekbruine kleur. Op de kontaktzone met de textuur B worden duidelijke roestvlekken waargenomen. De basiskleur van de textuur B is bruin met o",Rest van Vlaanderen,Ada0-ZLS,5,87W
1044,1044,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1046,1046,Gleyic Luvisols (Siltic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Siltic,-,Eutric,Ada0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Ada0,Ada,Matig natte leembodem met textuur B horizont,,,A,leem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Ada in de Zandleemstreek,"Deze matig natte leemgronden vertonen een bruingrijze bovengrond, de E horizont, indien aanwezig, vertoont een bleekbruine kleur. Op de kontaktzone met de textuur B worden duidelijke roestvlekken waargenomen. De basiskleur van de textuur B is bruin met o",Rest van Vlaanderen,Ada0-ZLS,5,87W
1051,1051,Haplic Luvisols (Siltic),Luvisols,LV-ha,ha,Haplic,-,-,-,Siltic,-,Eutric,Aca0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Aca0,Aca,Matig droge leembodem met textuur B horizont,,,A,leem,c,"matig droog, zwak gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Aca in de Zandleemstreek,Deze matig droge leemgronden vertonen een gleyhorizont op matige diepte. De Acao gronden zijn niet ge_rodeerd en komen voor op de brede plateaus of zwakke hellingen. De meer gemrodeerde Aca1 gronden komen voor op hellingen of in de nabijheid van Tertiair,Rest van Vlaanderen,Aca0-ZLS,5,87W
1052,1052,Gleyic Luvisols (Siltic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Siltic,-,Eutric,Ada0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Ada0,Ada,Matig natte leembodem met textuur B horizont,,,A,leem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Ada in de Zandleemstreek,"Deze matig natte leemgronden vertonen een bruingrijze bovengrond, de E horizont, indien aanwezig, vertoont een bleekbruine kleur. Op de kontaktzone met de textuur B worden duidelijke roestvlekken waargenomen. De basiskleur van de textuur B is bruin met o",Rest van Vlaanderen,Ada0-ZLS,5,87W
1053,1053,Gleyic Luvisols (Siltic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Siltic,-,Eutric,Ada0,Dender-Zenne interfluvium,Zandleemstreek,Vochtige leem,Ada0,Ada,Matig natte leembodem met textuur B horizont,,,A,leem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Ada in de Zandleemstreek,"Deze matig natte leemgronden vertonen een bruingrijze bovengrond, de E horizont, indien aanwezig, vertoont een bleekbruine kleur. Op de kontaktzone met de textuur B worden duidelijke roestvlekken waargenomen. De basiskleur van de textuur B is bruin met o",Rest van Vlaanderen,Ada0-ZLS,5,87W
1058,1058,Haplic Luvisols (Loamic),Luvisols,LV-ha,ha,Haplic,-,-,-,Loamic,-,Eutric,Lca0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lca0,Lca,Matig droge zandleembodem met textuur B horizont,,,L,zandleem,c,"matig droog, zwak gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lca en Lcc in de Zandleemstreek,"Bij beide series, Lca en Lcc, rust de Ap op een E horizont (ongeveer 40 cm dik) of rechtstreeks op de textuur B bij Lca of de verbrokkelde textuur B bij Lcc. Bij Lca is de textuur B aangereikt met klei en sesquioxiden, het is een bruin zwaar zandleem, bi",Rest van Vlaanderen,Lca0-ZLS,6,87W
1059,1059,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1060,1060,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1062,1062,Haplic Luvisols (Loamic),Luvisols,LV-ha,ha,Haplic,-,-,-,Loamic,-,Eutric,Lca0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lca0,Lca,Matig droge zandleembodem met textuur B horizont,,,L,zandleem,c,"matig droog, zwak gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lca en Lcc in de Zandleemstreek,"Bij beide series, Lca en Lcc, rust de Ap op een E horizont (ongeveer 40 cm dik) of rechtstreeks op de textuur B bij Lca of de verbrokkelde textuur B bij Lcc. Bij Lca is de textuur B aangereikt met klei en sesquioxiden, het is een bruin zwaar zandleem, bi",Rest van Vlaanderen,Lca0-ZLS,6,87W
1063,1063,Gleyic Luvisols (Loamic),Luvisols,LV-gl,gl,Gleyic,-,-,Endogleyic,Loamic,-,Eutric,Lda0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,,,L,zandleem,d,"matig nat, matig gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lda en Ldc in de Zandleemstreek,"De Lda en Ldc series zijn matig natte, matig gleyige zandleemgronden met donker grijsbruine bouwvoor. Onder de Ap komt een bleekbruin uitgeloogde horizont voor die aan de kontaktzone met de textuur B zwakke roestverschijnselen vertoont. De textuur B is g",Rest van Vlaanderen,Lda0-ZLS,6,87W
1065,1065,Haplic Luvisols (Loamic),Luvisols,LV-ha,ha,Haplic,-,-,-,Loamic,-,Eutric,Lca0,Dender-Zenne interfluvium,Zandleemstreek,Vochtig zandleem,Lca0,Lca,Matig droge zandleembodem met textuur B horizont,,,L,zandleem,c,"matig droog, zwak gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemseries Lca en Lcc in de Zandleemstreek,"Bij beide series, Lca en Lcc, rust de Ap op een E horizont (ongeveer 40 cm dik) of rechtstreeks op de textuur B bij Lca of de verbrokkelde textuur B bij Lcc. Bij Lca is de textuur B aangereikt met klei en sesquioxiden, het is een bruin zwaar zandleem, bi",Rest van Vlaanderen,Lca0-ZLS,6,87W
